season,week,method,contestant,judge_total,estimated_votes_total,ballroom_partner,celebrity_industry,celebrity_homecountry/region,celebrity_age_during_season,vote_share,judge_share,normal
5,4,percent,Helio Castroneves,27,1211540,Julianne Hough,Racing Driver,Brazil,32,0.121154061,0.115384615,1
5,4,percent,Mel B,26,1227980,Maksim Chmerkoskiy,Singer/Rapper,England,32,0.122798061,0.111111111,0.909090909
5,4,percent,Marie Osmond,26,1224930,Jonathan Roberts,Singer/Rapper,United States,47,0.122493061,0.111111111,0.818181818
5,4,percent,Mark Cuban,22,1368077,Kym Johnson,TV Personality,United States,49,0.136807768,0.094017094,0.363636364
5,5,percent,Cameron Mathison,26,1497385,Edyta Sliwinska,Actor/Actress,Canada,38,0.136125959,0.130653266,0.636363636
5,5,percent,Jane Seymour,26,1508741,Tony Dovolani,Actor/Actress,England,56,0.137158323,0.130653266,0.545454545
5,5,percent,Sabrina Bryan,28,1475523,Mark Ballas,Actor/Actress,United States,23,0.134138503,0.140703518,0.454545455
5,5,percent,Jennie Garth,25,1525006,Derek Hough,Actor/Actress,United States,35,0.13863696,0.125628141,0.727272727
5,5,percent,Helio Castroneves,23,1589726,Julianne Hough,Racing Driver,Brazil,32,0.144520598,0.115577889,1
5,5,percent,Mel B,29,1465128,Maksim Chmerkoskiy,Singer/Rapper,England,32,0.133193503,0.145728643,0.909090909
5,5,percent,Marie Osmond,21,1694360,Jonathan Roberts,Singer/Rapper,United States,47,0.154032783,0.105527638,0.818181818
5,5,percent,Mark Cuban,21,244127,Kym Johnson,TV Personality,United States,49,0.022193372,0.105527638,0.363636364
5,6,percent,Cameron Mathison,25,1813461,Edyta Sliwinska,Actor/Actress,Canada,38,0.164860136,0.138888889,0.636363636
5,6,percent,Jane Seymour,22,2007464,Tony Dovolani,Actor/Actress,England,56,0.182496777,0.122222222,0.545454545
5,6,percent,Sabrina Bryan,25,246127,Mark Ballas,Actor/Actress,United States,23,0.022375188,0.138888889,0.454545455
5,6,percent,Jennie Garth,27,1694443,Derek Hough,Actor/Actress,United States,35,0.154040315,0.15,0.727272727
5,6,percent,Helio Castroneves,28,1675534,Julianne Hough,Racing Driver,Brazil,32,0.152321314,0.155555556,1
5,6,percent,Mel B,30,1638113,Maksim Chmerkoskiy,Singer/Rapper,England,32,0.148919404,0.166666667,0.909090909
5,6,percent,Marie Osmond,23,1924855,Jonathan Roberts,Singer/Rapper,United States,47,0.174986866,0.127777778,0.818181818
5,7,percent,Cameron Mathison,25.5,2172655,Edyta Sliwinska,Actor/Actress,Canada,38,0.197514145,0.163461538,0.636363636
5,7,percent,Jane Seymour,25,320595,Tony Dovolani,Actor/Actress,England,56,0.029145008,0.16025641,0.545454545
5,7,percent,Jennie Garth,26.5,2137780,Derek Hough,Actor/Actress,United States,35,0.194343689,0.169871795,0.727272727
5,7,percent,Helio Castroneves,26,2144030,Julianne Hough,Racing Driver,Brazil,32,0.194911871,0.166666667,1
5,7,percent,Mel B,27,2085563,Maksim Chmerkoskiy,Singer/Rapper,England,32,0.189596688,0.173076923,0.909090909
5,7,percent,Marie Osmond,26,2139374,Jonathan Roberts,Singer/Rapper,United States,47,0.194488598,0.166666667,0.818181818
5,8,percent,Cameron Mathison,25.5,467282,Edyta Sliwinska,Actor/Actress,Canada,38,0.04248019,0.19391635,0.636363636
5,8,percent,Jennie Garth,25,2730762,Derek Hough,Actor/Actress,United States,35,0.248251136,0.190114068,0.727272727
5,8,percent,Helio Castroneves,28.5,2518487,Julianne Hough,Racing Driver,Brazil,32,0.228953405,0.216730038,1
5,8,percent,Mel B,28,2529040,Maksim Chmerkoskiy,Singer/Rapper,England,32,0.229912769,0.212927757,0.909090909
5,8,percent,Marie Osmond,24.5,2754427,Jonathan Roberts,Singer/Rapper,United States,47,0.2504025,0.186311787,0.818181818
5,9,percent,Jennie Garth,29,696215,Derek Hough,Actor/Actress,United States,35,0.063292284,0.247863248,0.727272727
5,9,percent,Helio Castroneves,30,3369545,Julianne Hough,Racing Driver,Brazil,32,0.306322328,0.256410256,1
5,9,percent,Mel B,30,3383162,Maksim Chmerkoskiy,Singer/Rapper,England,32,0.307560238,0.256410256,0.909090909
5,9,percent,Marie Osmond,28,3551076,Jonathan Roberts,Singer/Rapper,United States,47,0.32282515,0.239316239,0.818181818
5,10,percent,Helio Castroneves,27.9999,9300694,Julianne Hough,Racing Driver,Brazil,32,0.620046349,0.352940954,1
5,10,percent,Mel B,28.3332,3787915,Maksim Chmerkoskiy,Singer/Rapper,England,32,0.2525277,0.357142227,0.909090909
5,10,percent,Marie Osmond,23,1911389,Jonathan Roberts,Singer/Rapper,United States,47,0.12742595,0.289916819,0.818181818
6,2,percent,Cristian de la Fuente,20,994620,Cheryl Burke,Actor/Actress,Chile,34,0.099462,0.077821012,0.818181818
6,2,percent,Steve Guttenberg,16,1160302,Anna Trebunskaya,Actor/Actress,United States,49,0.1160302,0.062256809,0.181818182
6,2,percent,Priscilla Presley,21,974805,Louis van Amstel,Actor/Actress,United States,62,0.0974805,0.081712062,0.363636364
6,2,percent,Marlee Matlin,24,898528,Fabian Sanchez,Actor/Actress,United States,42,0.0898528,0.093385214,0.454545455
6,2,percent,Shannon Elizabeth,24,925578,Derek Hough,Actor/Actress,United States,34,0.0925578,0.093385214,0.545454545
6,2,percent,Marissa Jaret Winokur,21,968370,Tony Dovolani,Actor/Actress,United States,35,0.096837,0.081712062,0.727272727
6,2,percent,Jason Taylor,27,890000,Edyta Sliwinska,Athlete,United States,33,0.089,0.105058366,0.909090909
6,2,percent,Kristi Yamaguchi,27,897562,Mark Ballas,Athlete,United States,36,0.0897562,0.105058366,1
6,2,percent,Monica Seles,15,193698,Jonathan Roberts,Athlete,Yugoslavia,34,0.0193698,0.058365759,0.090909091
6,2,percent,Penn Jillette,17,164619,Kym Johnson,Magician,United States,53,0.0164619,0.06614786,0
6,2,percent,Adam Carolla,19,1028455,Julianne Hough,Radio Personality,United States,43,0.1028455,0.073929961,0.272727273
6,2,percent,Mario,26,903463,Karina Smirnoff,Singer/Rapper,United States,21,0.0903463,0.101167315,0.636363636
6,3,percent,Cristian de la Fuente,25,1039240,Cheryl Burke,Actor/Actress,Chile,34,0.103924052,0.109649123,0.818181818
6,3,percent,Steve Guttenberg,21,129354,Anna Trebunskaya,Actor/Actress,United States,49,0.012935406,0.092105263,0.181818182
6,3,percent,Priscilla Presley,26,1020319,Louis van Amstel,Actor/Actress,United States,62,0.102031951,0.114035088,0.363636364
6,3,percent,Marlee Matlin,21,1144086,Fabian Sanchez,Actor/Actress,United States,42,0.114408657,0.092105263,0.454545455
6,3,percent,Shannon Elizabeth,24,1062170,Derek Hough,Actor/Actress,United States,34,0.106217053,0.105263158,0.545454545
6,3,percent,Marissa Jaret Winokur,19,1226069,Tony Dovolani,Actor/Actress,United States,35,0.122606961,0.083333333,0.727272727
6,3,percent,Jason Taylor,23,1067588,Edyta Sliwinska,Athlete,United States,33,0.106758853,0.100877193,0.909090909
6,3,percent,Kristi Yamaguchi,27,1015468,Mark Ballas,Athlete,United States,36,0.101546851,0.118421053,1
6,3,percent,Adam Carolla,21,1148119,Julianne Hough,Radio Personality,United States,43,0.114811957,0.092105263,0.272727273
6,3,percent,Mario,21,1147582,Karina Smirnoff,Singer/Rapper,United States,21,0.114758257,0.092105263,0.636363636
6,4,percent,Cristian de la Fuente,26,1205496,Cheryl Burke,Actor/Actress,Chile,34,0.120549648,0.115555556,0.818181818
6,4,percent,Priscilla Presley,22,1285315,Louis van Amstel,Actor/Actress,United States,62,0.128531551,0.097777778,0.363636364
6,4,percent,Marlee Matlin,24,1240975,Fabian Sanchez,Actor/Actress,United States,42,0.12409755,0.106666667,0.454545455
6,4,percent,Shannon Elizabeth,28,1198658,Derek Hough,Actor/Actress,United States,34,0.119865848,0.124444444,0.545454545
6,4,percent,Marissa Jaret Winokur,24,1229401,Tony Dovolani,Actor/Actress,United States,35,0.122940149,0.106666667,0.727272727
6,4,percent,Jason Taylor,29,1197373,Edyta Sliwinska,Athlete,United States,33,0.119737348,0.128888889,0.909090909
6,4,percent,Kristi Yamaguchi,29,1186451,Mark Ballas,Athlete,United States,36,0.118645147,0.128888889,1
6,4,percent,Adam Carolla,19,217992,Julianne Hough,Radio Personality,United States,43,0.021799209,0.084444444,0.272727273
6,4,percent,Mario,24,1238335,Karina Smirnoff,Singer/Rapper,United States,21,0.12383355,0.106666667,0.636363636
6,5,percent,Cristian de la Fuente,23,1593020,Cheryl Burke,Actor/Actress,Chile,34,0.144820053,0.117346939,0.818181818
6,5,percent,Priscilla Presley,21,236053,Louis van Amstel,Actor/Actress,United States,62,0.021459371,0.107142857,0.363636364
6,5,percent,Marlee Matlin,22,1625792,Fabian Sanchez,Actor/Actress,United States,42,0.147799326,0.112244898,0.454545455
6,5,percent,Shannon Elizabeth,23,1567314,Derek Hough,Actor/Actress,United States,34,0.142483143,0.117346939,0.545454545
6,5,percent,Marissa Jaret Winokur,24,1551004,Tony Dovolani,Actor/Actress,United States,35,0.141000415,0.12244898,0.727272727
6,5,percent,Jason Taylor,27,1478114,Edyta Sliwinska,Athlete,United States,33,0.134374049,0.137755102,0.909090909
6,5,percent,Kristi Yamaguchi,29,1451803,Mark Ballas,Athlete,United States,36,0.131982139,0.147959184,1
6,5,percent,Mario,27,1496896,Karina Smirnoff,Singer/Rapper,United States,21,0.136081504,0.137755102,0.636363636
6,6,percent,Cristian de la Fuente,27,1742411,Cheryl Burke,Actor/Actress,Chile,34,0.158401058,0.15,0.818181818
6,6,percent,Marlee Matlin,21,324123,Fabian Sanchez,Actor/Actress,United States,42,0.029465738,0.116666667,0.454545455
6,6,percent,Shannon Elizabeth,24,1866209,Derek Hough,Actor/Actress,United States,34,0.169655425,0.133333333,0.545454545
6,6,percent,Marissa Jaret Winokur,26,1761199,Tony Dovolani,Actor/Actress,United States,35,0.160109058,0.144444444,0.727272727
6,6,percent,Jason Taylor,24,1839740,Edyta Sliwinska,Athlete,United States,33,0.167249152,0.133333333,0.909090909
6,6,percent,Kristi Yamaguchi,30,1717227,Mark Ballas,Athlete,United States,36,0.156111602,0.166666667,1
6,6,percent,Mario,28,1749087,Karina Smirnoff,Singer/Rapper,United States,21,0.159007967,0.155555556,0.636363636
6,7,percent,Cristian de la Fuente,23,2291423,Cheryl Burke,Actor/Actress,Chile,34,0.208311239,0.148867314,0.818181818
6,7,percent,Shannon Elizabeth,25.5,313591,Derek Hough,Actor/Actress,United States,34,0.028508281,0.165048544,0.545454545
6,7,percent,Marissa Jaret Winokur,26,2120950,Tony Dovolani,Actor/Actress,United States,35,0.192813689,0.16828479,0.727272727
6,7,percent,Jason Taylor,27.5,2036520,Edyta Sliwinska,Athlete,United States,33,0.185138232,0.177993528,0.909090909
6,7,percent,Kristi Yamaguchi,27,2059524,Mark Ballas,Athlete,United States,36,0.187229506,0.174757282,1
6,7,percent,Mario,25.5,2177989,Karina Smirnoff,Singer/Rapper,United States,21,0.197999054,0.165048544,0.636363636
6,8,percent,Cristian de la Fuente,28.5,2527700,Cheryl Burke,Actor/Actress,Chile,34,0.229790972,0.213483146,0.818181818
6,8,percent,Marissa Jaret Winokur,25,2781160,Tony Dovolani,Actor/Actress,United States,35,0.252832796,0.187265918,0.727272727
6,8,percent,Jason Taylor,26,2706606,Edyta Sliwinska,Athlete,United States,33,0.246055158,0.194756554,0.909090909
6,8,percent,Kristi Yamaguchi,27.5,2540144,Mark Ballas,Athlete,United States,36,0.230922245,0.205992509,1
6,8,percent,Mario,26.5,444387,Karina Smirnoff,Singer/Rapper,United States,21,0.040398829,0.198501873,0.636363636
6,9,percent,Cristian de la Fuente,28,3420915,Cheryl Burke,Actor/Actress,Chile,34,0.310992329,0.254545455,0.818181818
6,9,percent,Marissa Jaret Winokur,26,727913,Tony Dovolani,Actor/Actress,United States,35,0.066173921,0.236363636,0.727272727
6,9,percent,Jason Taylor,27.5,3469679,Edyta Sliwinska,Athlete,United States,33,0.315425421,0.25,0.909090909
6,9,percent,Kristi Yamaguchi,28.5,3381491,Mark Ballas,Athlete,United States,36,0.307408329,0.259090909,1
6,10,percent,Cristian de la Fuente,26,1792819,Cheryl Burke,Actor/Actress,Chile,34,0.119521283,0.307692308,0.818181818
6,10,percent,Jason Taylor,28.5,4058042,Edyta Sliwinska,Athlete,United States,33,0.270536169,0.337278107,0.909090909
6,10,percent,Kristi Yamaguchi,30,9149137,Mark Ballas,Athlete,United States,36,0.609942548,0.355029586,1
7,1,percent,Ted McGinley,18.5,96009,Inna Brayer,Actor/Actress,United States,50,0.0096009,0.073412698,0.083333333
7,1,percent,Cloris Leachman,16,1016390,Corky Ballas,Actor/Actress,United States,82,0.101639,0.063492063,0.5
7,1,percent,Susan Lucci,18.5,908805,Tony Dovolani,Actor/Actress,United States,61,0.0908805,0.073412698,0.583333333
7,1,percent,Cody Linley,20.5,848062,Julianne Hough,Actor/Actress,United States,18,0.0848062,0.081349206,0.75
7,1,percent,Misty May-Treanor,21,856206,Maksim Chmerkoskiy,Athlete,United States,31,0.0856206,0.083333333,0.25
7,1,percent,Maurice Greene,19.5,888925,Cheryl Burke,Athlete,United States,34,0.0888925,0.077380952,0.666666667
7,1,percent,Warren Sapp,21.5,834339,Kym Johnson,Athlete,United States,35,0.0834339,0.08531746,0.916666667
7,1,percent,Jeffrey Ross,12,210915,Edyta Sliwinska,Comedian,United States,43,0.0210915,0.047619048,0
7,1,percent,Toni Braxton,22.5,833863,Alec Mazo,Singer/Rapper,United States,40,0.0833863,0.089285714,0.416666667
7,1,percent,Lance Bass,21.5,839348,Lacey Schwimmer,Singer/Rapper,United States,29,0.0839348,0.08531746,0.833333333
7,1,percent,Kim Kardashian,18.5,912402,Mark Ballas,TV Personality,United States,27,0.0912402,0.073412698,0.166666667
7,1,percent,Rocco DiSpirito,17.5,940332,Karina Smirnoff,TV Personality,United States,41,0.0940332,0.069444444,0.333333333
7,1,percent,Brooke Burke,24.5,814404,Derek Hough,TV Personality,United States,37,0.0814404,0.097222222,1
7,2,percent,Cloris Leachman,15,1158946,Corky Ballas,Actor/Actress,United States,82,0.115894658,0.067873303,0.5
7,2,percent,Susan Lucci,21,953569,Tony Dovolani,Actor/Actress,United States,61,0.095356948,0.095022624,0.583333333
7,2,percent,Cody Linley,21,954357,Julianne Hough,Actor/Actress,United States,18,0.095435748,0.095022624,0.75
7,2,percent,Misty May-Treanor,21,949641,Maksim Chmerkoskiy,Athlete,United States,31,0.094964147,0.095022624,0.25
7,2,percent,Maurice Greene,19,976764,Cheryl Burke,Athlete,United States,34,0.097676449,0.085972851,0.666666667
7,2,percent,Warren Sapp,24,933959,Kym Johnson,Athlete,United States,35,0.093395947,0.108597285,0.916666667
7,2,percent,Toni Braxton,23,940830,Alec Mazo,Singer/Rapper,United States,40,0.094083047,0.104072398,0.416666667
7,2,percent,Lance Bass,20,971102,Lacey Schwimmer,Singer/Rapper,United States,29,0.097110249,0.090497738,0.833333333
7,2,percent,Kim Kardashian,17,132584,Mark Ballas,TV Personality,United States,27,0.013258407,0.076923077,0.166666667
7,2,percent,Rocco DiSpirito,16,1102615,Karina Smirnoff,TV Personality,United States,41,0.110261555,0.07239819,0.333333333
7,2,percent,Brooke Burke,24,925628,Derek Hough,TV Personality,United States,37,0.092562846,0.108597285,1
7,4,percent,Cloris Leachman,22,1243787,Corky Ballas,Actor/Actress,United States,82,0.124378737,0.108374384,0.5
7,4,percent,Susan Lucci,24,1198267,Tony Dovolani,Actor/Actress,United States,61,0.119826736,0.118226601,0.583333333
7,4,percent,Cody Linley,23,1221431,Julianne Hough,Actor/Actress,United States,18,0.122143137,0.113300493,0.75
7,4,percent,Maurice Greene,20,1295553,Cheryl Burke,Athlete,United States,34,0.129555339,0.098522167,0.666666667
7,4,percent,Warren Sapp,22,1231537,Kym Johnson,Athlete,United States,35,0.123153737,0.108374384,0.916666667
7,4,percent,Toni Braxton,22,1240168,Alec Mazo,Singer/Rapper,United States,40,0.124016837,0.108374384,0.416666667
7,4,percent,Lance Bass,26,1186423,Lacey Schwimmer,Singer/Rapper,United States,29,0.118642336,0.128078818,0.833333333
7,4,percent,Rocco DiSpirito,18,201382,Karina Smirnoff,TV Personality,United States,41,0.020138206,0.088669951,0.333333333
7,4,percent,Brooke Burke,26,1181449,Derek Hough,TV Personality,United States,37,0.118144935,0.128078818,1
7,5,percent,Cloris Leachman,21,1674549,Corky Ballas,Actor/Actress,United States,82,0.152231783,0.107692308,0.5
7,5,percent,Susan Lucci,22,1634365,Tony Dovolani,Actor/Actress,United States,61,0.14857869,0.112820513,0.583333333
7,5,percent,Cody Linley,28,1453305,Julianne Hough,Actor/Actress,United States,18,0.132118684,0.143589744,0.75
7,5,percent,Maurice Greene,27,1450229,Cheryl Burke,Athlete,United States,34,0.131839048,0.138461538,0.666666667
7,5,percent,Warren Sapp,25,1503186,Kym Johnson,Athlete,United States,35,0.136653322,0.128205128,0.916666667
7,5,percent,Toni Braxton,22,221529,Alec Mazo,Singer/Rapper,United States,40,0.020139007,0.112820513,0.416666667
7,5,percent,Lance Bass,21,1661351,Lacey Schwimmer,Singer/Rapper,United States,29,0.151031964,0.107692308,0.833333333
7,5,percent,Brooke Burke,29,1401482,Derek Hough,TV Personality,United States,37,0.127407501,0.148717949,1
7,6,percent,Cloris Leachman,15,432120,Corky Ballas,Actor/Actress,United States,82,0.039283647,0.09375,0.5
7,6,percent,Susan Lucci,23,1786941,Tony Dovolani,Actor/Actress,United States,61,0.162449226,0.14375,0.583333333
7,6,percent,Cody Linley,23,1778421,Julianne Hough,Actor/Actress,United States,18,0.16167468,0.14375,0.75
7,6,percent,Maurice Greene,21,1835461,Cheryl Burke,Athlete,United States,34,0.166860136,0.13125,0.666666667
7,6,percent,Warren Sapp,25,1733858,Kym Johnson,Athlete,United States,35,0.157623498,0.15625,0.916666667
7,6,percent,Lance Bass,27,1705499,Lacey Schwimmer,Singer/Rapper,United States,29,0.155045406,0.16875,0.833333333
7,6,percent,Brooke Burke,26,1727697,Derek Hough,TV Personality,United States,37,0.157063406,0.1625,1
7,7,percent,Susan Lucci,24,326828,Tony Dovolani,Actor/Actress,United States,61,0.029711642,0.163265306,0.583333333
7,7,percent,Cody Linley,22,2297331,Julianne Hough,Actor/Actress,United States,18,0.208848311,0.149659864,0.75
7,7,percent,Maurice Greene,25,2047964,Cheryl Burke,Athlete,United States,34,0.186178579,0.170068027,0.666666667
7,7,percent,Warren Sapp,21,2358277,Kym Johnson,Athlete,United States,35,0.214388857,0.142857143,0.916666667
7,7,percent,Lance Bass,25,2062934,Lacey Schwimmer,Singer/Rapper,United States,29,0.187539489,0.170068027,0.833333333
7,7,percent,Brooke Burke,30,1906664,Derek Hough,TV Personality,United States,37,0.173333122,0.204081633,1
7,8,percent,Cody Linley,24,2763357,Julianne Hough,Actor/Actress,United States,18,0.251214318,0.188235294,0.75
7,8,percent,Maurice Greene,24,481602,Cheryl Burke,Athlete,United States,34,0.043782008,0.188235294,0.666666667
7,8,percent,Warren Sapp,27,2560461,Kym Johnson,Athlete,United States,35,0.232769224,0.211764706,0.916666667
7,8,percent,Lance Bass,25,2665698,Lacey Schwimmer,Singer/Rapper,United States,29,0.242336226,0.196078431,0.833333333
7,8,percent,Brooke Burke,27.5,2528880,Derek Hough,TV Personality,United States,37,0.229898224,0.215686275,1
7,9,percent,Cody Linley,23,766676,Julianne Hough,Actor/Actress,United States,18,0.069697831,0.228855721,0.75
7,9,percent,Warren Sapp,24.5,3524122,Kym Johnson,Athlete,United States,35,0.320374786,0.243781095,0.916666667
7,9,percent,Lance Bass,28.5,3205388,Lacey Schwimmer,Singer/Rapper,United States,29,0.291398962,0.28358209,0.833333333
7,9,percent,Brooke Burke,24.5,3503812,Derek Hough,TV Personality,United States,37,0.318528422,0.243781095,1
7,10,percent,Warren Sapp,27.5,4286046,Kym Johnson,Athlete,United States,35,0.285736438,0.323529412,0.916666667
7,10,percent,Lance Bass,27.5,1707004,Lacey Schwimmer,Singer/Rapper,United States,29,0.113800282,0.323529412,0.833333333
7,10,percent,Brooke Burke,30,9006948,Derek Hough,TV Personality,United States,37,0.60046328,0.352941176,1
8,2,percent,Gilles Marini,27,777023,Cheryl Burke,Actor/Actress,France,33,0.077702354,0.101886792,0.916666667
8,2,percent,Denise Richards,21,775265,Maksim Chmerkoskiy,Actor/Actress,United States,38,0.077526554,0.079245283,0.083333333
8,2,percent,David Alan Grier,17,889394,Kym Johnson,Actor/Actress,United States,52,0.088939462,0.064150943,0.333333333
