season,week,method,contestant,judge_total,estimated_votes_total,ballroom_partner,celebrity_industry,celebrity_homecountry/region,celebrity_age_during_season
6,7,percent,Jason Taylor,27.5,2036520,Edyta Sliwinska,Athlete,United States,33
6,7,percent,Kristi Yamaguchi,27,2059524,Mark Ballas,Athlete,United States,36
6,7,percent,Mario,25.5,2177989,Karina Smirnoff,Singer/Rapper,United States,21
6,8,percent,Cristian de la Fuente,28.5,2527700,Cheryl Burke,Actor/Actress,Chile,34
6,8,percent,Marissa Jaret Winokur,25,2781160,Tony Dovolani,Actor/Actress,United States,35
6,8,percent,Jason Taylor,26,2706606,Edyta Sliwinska,Athlete,United States,33
6,8,percent,Kristi Yamaguchi,27.5,2540144,Mark Ballas,Athlete,United States,36
6,8,percent,Mario,26.5,444387,Karina Smirnoff,Singer/Rapper,United States,21
6,9,percent,Cristian de la Fuente,28,3420915,Cheryl Burke,Actor/Actress,Chile,34
6,9,percent,Marissa Jaret Winokur,26,727913,Tony Dovolani,Actor/Actress,United States,35
6,9,percent,Jason Taylor,27.5,3469679,Edyta Sliwinska,Athlete,United States,33
6,9,percent,Kristi Yamaguchi,28.5,3381491,Mark Ballas,Athlete,United States,36
6,10,percent,Cristian de la Fuente,26,1792819,Cheryl Burke,Actor/Actress,Chile,34
6,10,percent,Jason Taylor,28.5,4058042,Edyta Sliwinska,Athlete,United States,33
6,10,percent,Kristi Yamaguchi,30,9149137,Mark Ballas,Athlete,United States,36
7,1,percent,Ted McGinley,18.5,96009,Inna Brayer,Actor/Actress,United States,50
7,1,percent,Cloris Leachman,16,1016390,Corky Ballas,Actor/Actress,United States,82
7,1,percent,Susan Lucci,18.5,908805,Tony Dovolani,Actor/Actress,United States,61
7,1,percent,Cody Linley,20.5,848062,Julianne Hough,Actor/Actress,United States,18
7,1,percent,Misty May-Treanor,21,856206,Maksim Chmerkoskiy,Athlete,United States,31
7,1,percent,Maurice Greene,19.5,888925,Cheryl Burke,Athlete,United States,34
7,1,percent,Warren Sapp,21.5,834339,Kym Johnson,Athlete,United States,35
7,1,percent,Jeffrey Ross,12,210915,Edyta Sliwinska,Comedian,United States,43
7,1,percent,Toni Braxton,22.5,833863,Alec Mazo,Singer/Rapper,United States,40
7,1,percent,Lance Bass,21.5,839348,Lacey Schwimmer,Singer/Rapper,United States,29
7,1,percent,Kim Kardashian,18.5,912402,Mark Ballas,TV Personality,United States,27
7,1,percent,Rocco DiSpirito,17.5,940332,Karina Smirnoff,TV Personality,United States,41
7,1,percent,Brooke Burke,24.5,814404,Derek Hough,TV Personality,United States,37
7,2,percent,Cloris Leachman,15,1158946,Corky Ballas,Actor/Actress,United States,82
7,2,percent,Susan Lucci,21,953569,Tony Dovolani,Actor/Actress,United States,61
7,2,percent,Cody Linley,21,954357,Julianne Hough,Actor/Actress,United States,18
7,2,percent,Misty May-Treanor,21,949641,Maksim Chmerkoskiy,Athlete,United States,31
7,2,percent,Maurice Greene,19,976764,Cheryl Burke,Athlete,United States,34
7,2,percent,Warren Sapp,24,933959,Kym Johnson,Athlete,United States,35
7,2,percent,Toni Braxton,23,940830,Alec Mazo,Singer/Rapper,United States,40
7,2,percent,Lance Bass,20,971102,Lacey Schwimmer,Singer/Rapper,United States,29
7,2,percent,Kim Kardashian,17,132584,Mark Ballas,TV Personality,United States,27
7,2,percent,Rocco DiSpirito,16,1102615,Karina Smirnoff,TV Personality,United States,41
7,2,percent,Brooke Burke,24,925628,Derek Hough,TV Personality,United States,37
7,4,percent,Cloris Leachman,22,1243787,Corky Ballas,Actor/Actress,United States,82
7,4,percent,Susan Lucci,24,1198267,Tony Dovolani,Actor/Actress,United States,61
7,4,percent,Cody Linley,23,1221431,Julianne Hough,Actor/Actress,United States,18
7,4,percent,Maurice Greene,20,1295553,Cheryl Burke,Athlete,United States,34
7,4,percent,Warren Sapp,22,1231537,Kym Johnson,Athlete,United States,35
7,4,percent,Toni Braxton,22,1240168,Alec Mazo,Singer/Rapper,United States,40
7,4,percent,Lance Bass,26,1186423,Lacey Schwimmer,Singer/Rapper,United States,29
7,4,percent,Rocco DiSpirito,18,201382,Karina Smirnoff,TV Personality,United States,41
7,4,percent,Brooke Burke,26,1181449,Derek Hough,TV Personality,United States,37
7,5,percent,Cloris Leachman,21,1674549,Corky Ballas,Actor/Actress,United States,82
7,5,percent,Susan Lucci,22,1634365,Tony Dovolani,Actor/Actress,United States,61
7,5,percent,Cody Linley,28,1453305,Julianne Hough,Actor/Actress,United States,18
7,5,percent,Maurice Greene,27,1450229,Cheryl Burke,Athlete,United States,34
7,5,percent,Warren Sapp,25,1503186,Kym Johnson,Athlete,United States,35
7,5,percent,Toni Braxton,22,221529,Alec Mazo,Singer/Rapper,United States,40
7,5,percent,Lance Bass,21,1661351,Lacey Schwimmer,Singer/Rapper,United States,29
7,5,percent,Brooke Burke,29,1401482,Derek Hough,TV Personality,United States,37
7,6,percent,Cloris Leachman,15,432120,Corky Ballas,Actor/Actress,United States,82
7,6,percent,Susan Lucci,23,1786941,Tony Dovolani,Actor/Actress,United States,61
7,6,percent,Cody Linley,23,1778421,Julianne Hough,Actor/Actress,United States,18
7,6,percent,Maurice Greene,21,1835461,Cheryl Burke,Athlete,United States,34
7,6,percent,Warren Sapp,25,1733858,Kym Johnson,Athlete,United States,35
7,6,percent,Lance Bass,27,1705499,Lacey Schwimmer,Singer/Rapper,United States,29
7,6,percent,Brooke Burke,26,1727697,Derek Hough,TV Personality,United States,37
7,7,percent,Susan Lucci,24,326828,Tony Dovolani,Actor/Actress,United States,61
7,7,percent,Cody Linley,22,2297331,Julianne Hough,Actor/Actress,United States,18
7,7,percent,Maurice Greene,25,2047964,Cheryl Burke,Athlete,United States,34
7,7,percent,Warren Sapp,21,2358277,Kym Johnson,Athlete,United States,35
7,7,percent,Lance Bass,25,2062934,Lacey Schwimmer,Singer/Rapper,United States,29
7,7,percent,Brooke Burke,30,1906664,Derek Hough,TV Personality,United States,37
7,8,percent,Cody Linley,24,2763357,Julianne Hough,Actor/Actress,United States,18
7,8,percent,Maurice Greene,24,481602,Cheryl Burke,Athlete,United States,34
7,8,percent,Warren Sapp,27,2560461,Kym Johnson,Athlete,United States,35
7,8,percent,Lance Bass,25,2665698,Lacey Schwimmer,Singer/Rapper,United States,29
7,8,percent,Brooke Burke,27.5,2528880,Derek Hough,TV Personality,United States,37
7,9,percent,Cody Linley,23,766676,Julianne Hough,Actor/Actress,United States,18
7,9,percent,Warren Sapp,24.5,3524122,Kym Johnson,Athlete,United States,35
7,9,percent,Lance Bass,28.5,3205388,Lacey Schwimmer,Singer/Rapper,United States,29
7,9,percent,Brooke Burke,24.5,3503812,Derek Hough,TV Personality,United States,37
7,10,percent,Warren Sapp,27.5,4286046,Kym Johnson,Athlete,United States,35
7,10,percent,Lance Bass,27.5,1707004,Lacey Schwimmer,Singer/Rapper,United States,29
7,10,percent,Brooke Burke,30,9006948,Derek Hough,TV Personality,United States,37
8,2,percent,Gilles Marini,27,777023,Cheryl Burke,Actor/Actress,France,33
8,2,percent,Denise Richards,21,775265,Maksim Chmerkoskiy,Actor/Actress,United States,38
8,2,percent,David Alan Grier,17,889394,Kym Johnson,Actor/Actress,United States,52
8,2,percent,Lawrence Taylor,20,793981,Edyta Sliwinska,Athlete,United States,50
8,2,percent,Ty Murray,20,802011,Chelsie Hightower,Athlete,United States,39
8,2,percent,Shawn Johnson,24,761372,Mark Ballas,Athlete,United States,17
8,2,percent,Steve Wozniak,17,885542,Karina Smirnoff,Entrepreneur,United States,58
8,2,percent,Belinda Carlisle,18,88577,Jonathan Roberts,Singer/Rapper,United States,50
8,2,percent,Chuck Wicks,20,815881,Julianne Hough,Singer/Rapper,United States,29
8,2,percent,Lil' Kim,23,775073,Derek Hough,Singer/Rapper,United States,34
8,2,percent,Steve-O,14,1011103,Lacey Schwimmer,TV Personality,England,34
8,2,percent,Holly Madison,18,853361,Dmitry Chaplin,TV Personality,United States,30
8,2,percent,Melissa Rycroft,26,771410,Tony Dovolani,TV Personality,United States,26
8,3,percent,Gilles Marini,27,824327,Cheryl Burke,Actor/Actress,France,33
8,3,percent,Denise Richards,16,142276,Maksim Chmerkoskiy,Actor/Actress,United States,38
8,3,percent,David Alan Grier,24,845054,Kym Johnson,Actor/Actress,United States,52
8,3,percent,Lawrence Taylor,20,877002,Edyta Sliwinska,Athlete,United States,50
8,3,percent,Ty Murray,23,836651,Chelsie Hightower,Athlete,United States,39
8,3,percent,Shawn Johnson,27,814079,Mark Ballas,Athlete,United States,17
8,3,percent,Steve Wozniak,10,1205170,Karina Smirnoff,Entrepreneur,United States,58
8,3,percent,Chuck Wicks,23,837152,Julianne Hough,Singer/Rapper,United States,29
8,3,percent,Lil' Kim,25,843566,Derek Hough,Singer/Rapper,United States,34
8,3,percent,Steve-O,15,1013050,Lacey Schwimmer,TV Personality,England,34
8,3,percent,Holly Madison,17,935826,Dmitry Chaplin,TV Personality,United States,30
8,3,percent,Melissa Rycroft,27,825841,Tony Dovolani,TV Personality,United States,26
8,4,percent,Gilles Marini,30,973844,Cheryl Burke,Actor/Actress,France,33
8,4,percent,David Alan Grier,22,1054035,Kym Johnson,Actor/Actress,United States,52
8,4,percent,Lawrence Taylor,19,1119169,Edyta Sliwinska,Athlete,United States,50
8,4,percent,Ty Murray,25,1017233,Chelsie Hightower,Athlete,United States,39
8,4,percent,Shawn Johnson,25,1025088,Mark Ballas,Athlete,United States,17
8,4,percent,Steve Wozniak,12,279426,Karina Smirnoff,Entrepreneur,United States,58
8,4,percent,Chuck Wicks,22,1045474,Julianne Hough,Singer/Rapper,United States,29
8,4,percent,Lil' Kim,27,995156,Derek Hough,Singer/Rapper,United States,34
8,4,percent,Steve-O,15,1303270,Lacey Schwimmer,TV Personality,England,34
8,4,percent,Holly Madison,16,211748,Dmitry Chaplin,TV Personality,United States,30
8,4,percent,Melissa Rycroft,29,975556,Tony Dovolani,TV Personality,United States,26
8,5,percent,Gilles Marini,29,1237572,Cheryl Burke,Actor/Actress,France,33
8,5,percent,David Alan Grier,22,166282,Kym Johnson,Actor/Actress,United States,52
8,5,percent,Lawrence Taylor,20,1475655,Edyta Sliwinska,Athlete,United States,50
8,5,percent,Ty Murray,21,1429579,Chelsie Hightower,Athlete,United States,39
8,5,percent,Shawn Johnson,26,1250147,Mark Ballas,Athlete,United States,17
8,5,percent,Chuck Wicks,23,1338893,Julianne Hough,Singer/Rapper,United States,29
8,5,percent,Lil' Kim,26,1215940,Derek Hough,Singer/Rapper,United States,34
8,5,percent,Steve-O,18,1599682,Lacey Schwimmer,TV Personality,England,34
8,5,percent,Melissa Rycroft,25,1286246,Tony Dovolani,TV Personality,United States,26
8,6,percent,Gilles Marini,26,1486721,Cheryl Burke,Actor/Actress,France,33
8,6,percent,Lawrence Taylor,22,1546946,Edyta Sliwinska,Athlete,United States,50
8,6,percent,Ty Murray,18,1696972,Chelsie Hightower,Athlete,United States,39
8,6,percent,Shawn Johnson,26,1474492,Mark Ballas,Athlete,United States,17
8,6,percent,Chuck Wicks,23,1516106,Julianne Hough,Singer/Rapper,United States,29
8,6,percent,Lil' Kim,28,1471858,Derek Hough,Singer/Rapper,United States,34
8,6,percent,Steve-O,16,331918,Lacey Schwimmer,TV Personality,England,34
8,6,percent,Melissa Rycroft,27,1474983,Tony Dovolani,TV Personality,United States,26
8,7,percent,Gilles Marini,27,1772853,Cheryl Burke,Actor/Actress,France,33
8,7,percent,Lawrence Taylor,21,331485,Edyta Sliwinska,Athlete,United States,50
8,7,percent,Ty Murray,24,1856289,Chelsie Hightower,Athlete,United States,39
8,7,percent,Shawn Johnson,28,1749176,Mark Ballas,Athlete,United States,17
8,7,percent,Chuck Wicks,27,1771719,Julianne Hough,Singer/Rapper,United States,29
8,7,percent,Lil' Kim,26,1779409,Derek Hough,Singer/Rapper,United States,34
8,7,percent,Melissa Rycroft,29,1739066,Tony Dovolani,TV Personality,United States,26
8,8,percent,Gilles Marini,27.5,2056863,Cheryl Burke,Actor/Actress,France,33
8,8,percent,Ty Murray,26,2125641,Chelsie Hightower,Athlete,United States,39
8,8,percent,Shawn Johnson,26,2119048,Mark Ballas,Athlete,United States,17
8,8,percent,Chuck Wicks,25.5,317352,Julianne Hough,Singer/Rapper,United States,29
8,8,percent,Lil' Kim,28,2029396,Derek Hough,Singer/Rapper,United States,34
8,8,percent,Melissa Rycroft,23,2351696,Tony Dovolani,TV Personality,United States,26
8,9,percent,Gilles Marini,28,2548322,Cheryl Burke,Actor/Actress,France,33
8,9,percent,Ty Murray,23,2932194,Chelsie Hightower,Athlete,United States,39
8,9,percent,Shawn Johnson,28,2534488,Mark Ballas,Athlete,United States,17
8,9,percent,Lil' Kim,26,456380,Derek Hough,Singer/Rapper,United States,34
8,9,percent,Melissa Rycroft,28.5,2528613,Tony Dovolani,TV Personality,United States,26
8,10,percent,Gilles Marini,30,4493159,Cheryl Burke,Actor/Actress,France,33
8,10,percent,Ty Murray,24,1089141,Chelsie Hightower,Athlete,United States,39
8,10,percent,Shawn Johnson,28,4687203,Mark Ballas,Athlete,United States,17
8,10,percent,Melissa Rycroft,27.5,4730495,Tony Dovolani,TV Personality,United States,26
8,11,percent,Gilles Marini,29,4148423,Cheryl Burke,Actor/Actress,France,33
8,11,percent,Shawn Johnson,30,9151138,Mark Ballas,Athlete,United States,17
8,11,percent,Melissa Rycroft,28.5,1700437,Tony Dovolani,TV Personality,United States,26
9,1,percent,Ashley Hamiliton,18.9999,108596,Edyta Sliwinska,Actor/Actress,United States,34
9,1,percent,Debi Mazar,22,740302,Maksim Chmerkoskiy,Actor/Actress,United States,45
9,1,percent,Melissa Joan Hart,24,687241,Mark Ballas,Actor/Actress,United States,33
9,1,percent,Mark Dacascos,28.9998,659187,Lacey Schwimmer,Actor/Actress,United States,45
9,1,percent,Chuck Liddell,22,722224,Anna Trebunskaya,Athlete,United States,39
9,1,percent,Natalie Coughlin,26.9998,654074,Alec Mazo,Athlete,United States,27
9,1,percent,Louie Vito,26.9998,675201,Chelsie Hightower,Athlete,United States,21
9,1,percent,Michael Irvin,19,796143,Anna Demidova,Athlete,United States,43
9,1,percent,Joanna Krupa,33.9999,666459,Derek Hough,Model,Poland,30
9,1,percent,Kathy Ireland,19.9999,778595,Tony Dovolani,Model,United States,46
9,1,percent,Tom DeLay,19.9999,789043,Cheryl Burke,Politician,United States,62
9,1,percent,Macy Gray,18.9999,109970,Jonathan Roberts,Singer/Rapper,United States,42
9,1,percent,Aaron Carter,31.9999,651943,Karina Smirnoff,Singer/Rapper,United States,21
9,1,percent,Mya,30.9999,657395,Dmitry Chaplin,Singer/Rapper,United States,29
9,1,percent,Donny Osmond,29.9999,657400,Kym Johnson,Singer/Rapper,United States,51
9,1,percent,Kelly Osbourne,30.9998,646226,Louis van Amstel,TV Personality,England,24
9,2,percent,Debi Mazar,21,750899,Maksim Chmerkoskiy,Actor/Actress,United States,45
9,2,percent,Melissa Joan Hart,19,792968,Mark Ballas,Actor/Actress,United States,33
9,2,percent,Mark Dacascos,21,751027,Lacey Schwimmer,Actor/Actress,United States,45
9,2,percent,Chuck Liddell,19,778163,Anna Trebunskaya,Athlete,United States,39
9,2,percent,Natalie Coughlin,21,750692,Alec Mazo,Athlete,United States,27
9,2,percent,Louie Vito,19,790799,Chelsie Hightower,Athlete,United States,21
9,2,percent,Michael Irvin,20,762105,Anna Demidova,Athlete,United States,43
9,2,percent,Joanna Krupa,20,756349,Derek Hough,Model,Poland,30
9,2,percent,Kathy Ireland,18,79515,Tony Dovolani,Model,United States,46
9,2,percent,Tom DeLay,18,814524,Cheryl Burke,Politician,United States,62
9,2,percent,Aaron Carter,27,731434,Karina Smirnoff,Singer/Rapper,United States,21
9,2,percent,Mya,27,731854,Dmitry Chaplin,Singer/Rapper,United States,29
9,2,percent,Donny Osmond,25,728356,Kym Johnson,Singer/Rapper,United States,51
9,2,percent,Kelly Osbourne,19,781311,Louis van Amstel,TV Personality,England,24
9,3,percent,Debi Mazar,17,93194,Maksim Chmerkoskiy,Actor/Actress,United States,45
9,3,percent,Melissa Joan Hart,19,813577,Mark Ballas,Actor/Actress,United States,33
9,3,percent,Mark Dacascos,18,832817,Lacey Schwimmer,Actor/Actress,United States,45
9,3,percent,Chuck Liddell,17,867266,Anna Trebunskaya,Athlete,United States,39
9,3,percent,Natalie Coughlin,26,770333,Alec Mazo,Athlete,United States,27
9,3,percent,Louie Vito,20,794722,Chelsie Hightower,Athlete,United States,21
9,3,percent,Michael Irvin,14,992819,Anna Demidova,Athlete,United States,43
9,3,percent,Joanna Krupa,23,773732,Derek Hough,Model,Poland,30
9,3,percent,Tom DeLay,15,940867,Cheryl Burke,Politician,United States,62
9,3,percent,Aaron Carter,21,788928,Karina Smirnoff,Singer/Rapper,United States,21
9,3,percent,Mya,27,754742,Dmitry Chaplin,Singer/Rapper,United States,29
9,3,percent,Donny Osmond,21,788144,Kym Johnson,Singer/Rapper,United States,51
9,3,percent,Kelly Osbourne,20,788854,Louis van Amstel,TV Personality,England,24
9,4,percent,Melissa Joan Hart,28,924862,Mark Ballas,Actor/Actress,United States,33
9,4,percent,Mark Dacascos,22,962874,Lacey Schwimmer,Actor/Actress,United States,45
9,4,percent,Chuck Liddell,17,155115,Anna Trebunskaya,Athlete,United States,39
9,4,percent,Natalie Coughlin,24,934581,Alec Mazo,Athlete,United States,27
9,4,percent,Louie Vito,16,1121184,Chelsie Hightower,Athlete,United States,21
9,4,percent,Michael Irvin,16,1126342,Anna Demidova,Athlete,United States,43
9,4,percent,Joanna Krupa,26,934904,Derek Hough,Model,Poland,30
9,4,percent,Aaron Carter,18,1042418,Karina Smirnoff,Singer/Rapper,United States,21
9,4,percent,Mya,28,928869,Dmitry Chaplin,Singer/Rapper,United States,29
9,4,percent,Donny Osmond,24,937970,Kym Johnson,Singer/Rapper,United States,51
9,4,percent,Kelly Osbourne,23,930875,Louis van Amstel,TV Personality,England,24
9,5,percent,Melissa Joan Hart,23,1229788,Mark Ballas,Actor/Actress,United States,33
9,5,percent,Mark Dacascos,26,1161325,Lacey Schwimmer,Actor/Actress,United States,45
9,5,percent,Natalie Coughlin,22,139727,Alec Mazo,Athlete,United States,27
9,5,percent,Louie Vito,22,1268604,Chelsie Hightower,Athlete,United States,21
9,5,percent,Michael Irvin,21,1314939,Anna Demidova,Athlete,United States,43
9,5,percent,Joanna Krupa,24,1200733,Derek Hough,Model,Poland,30
9,5,percent,Aaron Carter,24,1197147,Karina Smirnoff,Singer/Rapper,United States,21
9,5,percent,Mya,27,1152738,Dmitry Chaplin,Singer/Rapper,United States,29
9,5,percent,Donny Osmond,29,1140763,Kym Johnson,Singer/Rapper,United States,51
9,5,percent,Kelly Osbourne,24,1194231,Louis van Amstel,TV Personality,England,24
9,6,percent,Melissa Joan Hart,23.9999,279416,Mark Ballas,Actor/Actress,United States,33
9,6,percent,Mark Dacascos,32,1433471,Lacey Schwimmer,Actor/Actress,United States,45
9,6,percent,Louie Vito,24,281216,Chelsie Hightower,Athlete,United States,21
9,6,percent,Michael Irvin,21.9998,1756881,Anna Demidova,Athlete,United States,43
9,6,percent,Joanna Krupa,35.9999,1356399,Derek Hough,Model,Poland,30
9,6,percent,Aaron Carter,32.9998,1393459,Karina Smirnoff,Singer/Rapper,United States,21
9,6,percent,Mya,33,1391649,Dmitry Chaplin,Singer/Rapper,United States,29
9,6,percent,Donny Osmond,30.9999,1449954,Kym Johnson,Singer/Rapper,United States,51
9,6,percent,Kelly Osbourne,24.9998,1657554,Louis van Amstel,TV Personality,England,24
9,7,percent,Mark Dacascos,21.5,432801,Lacey Schwimmer,Actor/Actress,United States,45
9,7,percent,Michael Irvin,23.5,373427,Anna Demidova,Athlete,United States,43
9,7,percent,Joanna Krupa,27.5,1952864,Derek Hough,Model,Poland,30
9,7,percent,Aaron Carter,26.5,2010934,Karina Smirnoff,Singer/Rapper,United States,21
9,7,percent,Mya,24.5,2139362,Dmitry Chaplin,Singer/Rapper,United States,29
9,7,percent,Donny Osmond,26,2018291,Kym Johnson,Singer/Rapper,United States,51
9,7,percent,Kelly Osbourne,26,2072321,Louis van Amstel,TV Personality,England,24
9,8,percent,Joanna Krupa,26,2637699,Derek Hough,Model,Poland,30
9,8,percent,Aaron Carter,25,475358,Karina Smirnoff,Singer/Rapper,United States,21
9,8,percent,Mya,29.5,2448755,Dmitry Chaplin,Singer/Rapper,United States,29
