season,week,method,contestant,judge_total,estimated_votes_total,ballroom_partner,celebrity_industry,celebrity_homecountry/region,celebrity_age_during_season,vote_share,judge_share
5,2,percent,Wayne Newton,15.0,1235497,Cheryl Burke,Singer/Rapper,United States,65.0,0.12354976177488089,0.06302521008403361
5,2,percent,Marie Osmond,24.0,893222,Jonathan Roberts,Singer/Rapper,United States,47.0,0.08932224466112233,0.10084033613445378
5,2,percent,Mark Cuban,18.0,1110472,Kym Johnson,TV Personality,United States,49.0,0.11104725552362776,0.07563025210084033
5,3,percent,Cameron Mathison,23.0,1095454,Edyta Sliwinska,Actor/Actress,Canada,38.0,0.10954546572727944,0.09623430962343096
5,3,percent,Jane Seymour,27.0,1068753,Tony Dovolani,Actor/Actress,England,56.0,0.10687536412521847,0.11297071129707113
5,3,percent,Sabrina Bryan,27.0,1057459,Mark Ballas,Actor/Actress,United States,23.0,0.10574596344757807,0.11297071129707113
5,3,percent,Jennie Garth,26.0,1070259,Derek Hough,Actor/Actress,United States,35.0,0.10702596421557853,0.1087866108786611
5,3,percent,Floyd Mayweather Jr. ,21.0,1141667,Karina Smirnoff,Athlete,United States,30.0,0.1141667685000611,0.08786610878661087
5,3,percent,Helio Castroneves,24.0,1080879,Julianne Hough,Racing Driver,Brazil,32.0,0.10808796485277891,0.100418410041841
5,3,percent,Mel B,27.0,1066464,Maksim Chmerkoskiy,Singer/Rapper,England,32.0,0.10664646398787839,0.11297071129707113
5,3,percent,Wayne Newton,18.0,190905,Cheryl Burke,Singer/Rapper,United States,65.0,0.01909051145430687,0.07531380753138076
5,3,percent,Marie Osmond,26.0,1063986,Jonathan Roberts,Singer/Rapper,United States,47.0,0.1063986638391983,0.1087866108786611
5,3,percent,Mark Cuban,20.0,1164168,Kym Johnson,TV Personality,United States,49.0,0.11641686985012191,0.08368200836820083
5,4,percent,Cameron Mathison,27.0,1201512,Edyta Sliwinska,Actor/Actress,Canada,38.0,0.12015126007563004,0.11538461538461539
5,4,percent,Jane Seymour,26.0,1235691,Tony Dovolani,Actor/Actress,England,56.0,0.1235691617845809,0.1111111111111111
5,4,percent,Sabrina Bryan,30.0,1157973,Mark Ballas,Actor/Actress,United States,23.0,0.11579735789867895,0.1282051282051282
5,4,percent,Jennie Garth,27.0,1205679,Derek Hough,Actor/Actress,United States,35.0,0.12056796028398015,0.11538461538461539
5,4,percent,Floyd Mayweather Jr. ,23.0,166613,Karina Smirnoff,Athlete,United States,30.0,0.016661308330654167,0.09829059829059829
5,4,percent,Helio Castroneves,27.0,1211540,Julianne Hough,Racing Driver,Brazil,32.0,0.12115406057703029,0.11538461538461539
5,4,percent,Mel B,26.0,1227980,Maksim Chmerkoskiy,Singer/Rapper,England,32.0,0.1227980613990307,0.1111111111111111
5,4,percent,Marie Osmond,26.0,1224930,Jonathan Roberts,Singer/Rapper,United States,47.0,0.12249306124653063,0.1111111111111111
5,4,percent,Mark Cuban,22.0,1368077,Kym Johnson,TV Personality,United States,49.0,0.1368077684038842,0.09401709401709402
5,5,percent,Cameron Mathison,26.0,1497385,Edyta Sliwinska,Actor/Actress,Canada,38.0,0.13612595859125767,0.1306532663316583
5,5,percent,Jane Seymour,26.0,1508741,Tony Dovolani,Actor/Actress,England,56.0,0.1371583226030264,0.1306532663316583
5,5,percent,Sabrina Bryan,28.0,1475523,Mark Ballas,Actor/Actress,United States,23.0,0.13413850332309213,0.1407035175879397
5,5,percent,Jennie Garth,25.0,1525006,Derek Hough,Actor/Actress,United States,35.0,0.1386369595043489,0.12562814070351758
5,5,percent,Helio Castroneves,23.0,1589726,Julianne Hough,Racing Driver,Brazil,32.0,0.14452059800749018,0.11557788944723618
5,5,percent,Mel B,29.0,1465128,Maksim Chmerkoskiy,Singer/Rapper,England,32.0,0.13319350297945562,0.1457286432160804
5,5,percent,Marie Osmond,21.0,1694360,Jonathan Roberts,Singer/Rapper,United States,47.0,0.15403278328464848,0.10552763819095477
5,5,percent,Mark Cuban,21.0,244127,Kym Johnson,TV Personality,United States,49.0,0.02219337170668062,0.10552763819095477
5,6,percent,Cameron Mathison,25.0,1813461,Edyta Sliwinska,Actor/Actress,Canada,38.0,0.16486013587094614,0.1388888888888889
5,6,percent,Jane Seymour,22.0,2007464,Tony Dovolani,Actor/Actress,England,56.0,0.18249677704457556,0.12222222222222222
5,6,percent,Sabrina Bryan,25.0,246127,Mark Ballas,Actor/Actress,United States,23.0,0.022375187920505798,0.1388888888888889
5,6,percent,Jennie Garth,27.0,1694443,Derek Hough,Actor/Actress,United States,35.0,0.15404031473826765,0.15
5,6,percent,Helio Castroneves,28.0,1675534,Julianne Hough,Racing Driver,Brazil,32.0,0.15232131426944934,0.15555555555555556
5,6,percent,Mel B,30.0,1638113,Maksim Chmerkoskiy,Singer/Rapper,England,32.0,0.14891940425074662,0.16666666666666666
5,6,percent,Marie Osmond,23.0,1924855,Jonathan Roberts,Singer/Rapper,United States,47.0,0.17498686590550888,0.12777777777777777
5,7,percent,Cameron Mathison,25.5,2172655,Edyta Sliwinska,Actor/Actress,Canada,38.0,0.19751414477658494,0.16346153846153846
5,7,percent,Jane Seymour,25.0,320595,Tony Dovolani,Actor/Actress,England,56.0,0.029145007948638533,0.16025641025641027
5,7,percent,Jennie Garth,26.5,2137780,Derek Hough,Actor/Actress,United States,35.0,0.19434368936646074,0.16987179487179488
5,7,percent,Helio Castroneves,26.0,2144030,Julianne Hough,Racing Driver,Brazil,32.0,0.19491187133960128,0.16666666666666666
5,7,percent,Mel B,27.0,2085563,Maksim Chmerkoskiy,Singer/Rapper,England,32.0,0.18959668807182403,0.17307692307692307
5,7,percent,Marie Osmond,26.0,2139374,Jonathan Roberts,Singer/Rapper,United States,47.0,0.19448859849689049,0.16666666666666666
5,8,percent,Cameron Mathison,25.5,467282,Edyta Sliwinska,Actor/Actress,Canada,38.0,0.04248018954185264,0.19391634980988592
5,8,percent,Jennie Garth,25.0,2730762,Derek Hough,Actor/Actress,United States,35.0,0.2482511360456611,0.19011406844106463
5,8,percent,Helio Castroneves,28.5,2518487,Julianne Hough,Racing Driver,Brazil,32.0,0.2289534052642555,0.21673003802281368
5,8,percent,Mel B,28.0,2529040,Maksim Chmerkoskiy,Singer/Rapper,England,32.0,0.22991276907504893,0.21292775665399238
5,8,percent,Marie Osmond,24.5,2754427,Jonathan Roberts,Singer/Rapper,United States,47.0,0.2504025000731818,0.18631178707224336
5,9,percent,Jennie Garth,29.0,696215,Derek Hough,Actor/Actress,United States,35.0,0.06329228423496076,0.24786324786324787
5,9,percent,Helio Castroneves,30.0,3369545,Julianne Hough,Racing Driver,Brazil,32.0,0.30632232842224155,0.2564102564102564
5,9,percent,Mel B,30.0,3383162,Maksim Chmerkoskiy,Singer/Rapper,England,32.0,0.30756023773822505,0.2564102564102564
5,9,percent,Marie Osmond,28.0,3551076,Jonathan Roberts,Singer/Rapper,United States,47.0,0.32282514960457265,0.23931623931623933
5,10,percent,Helio Castroneves,27.9999,9300694,Julianne Hough,Racing Driver,Brazil,32.0,0.6200463493395132,0.35294095402801606
5,10,percent,Mel B,28.3332,3787915,Maksim Chmerkoskiy,Singer/Rapper,England,32.0,0.2525277003370267,0.3571422268889026
5,10,percent,Marie Osmond,23.0,1911389,Jonathan Roberts,Singer/Rapper,United States,47.0,0.12742595032346005,0.2899168190830813
6,2,percent,Cristian de la Fuente,20.0,994620,Cheryl Burke,Actor/Actress,Chile,34.0,0.099462,0.07782101167315175
6,2,percent,Steve Guttenberg,16.0,1160302,Anna Trebunskaya,Actor/Actress,United States,49.0,0.1160302,0.0622568093385214
6,2,percent,Priscilla Presley,21.0,974805,Louis van Amstel,Actor/Actress,United States,62.0,0.0974805,0.08171206225680934
6,2,percent,Marlee Matlin,24.0,898528,Fabian Sanchez,Actor/Actress,United States,42.0,0.0898528,0.0933852140077821
6,2,percent,Shannon Elizabeth,24.0,925578,Derek Hough,Actor/Actress,United States,34.0,0.0925578,0.0933852140077821
6,2,percent,Marissa Jaret Winokur,21.0,968370,Tony Dovolani,Actor/Actress,United States,35.0,0.096837,0.08171206225680934
6,2,percent,Jason Taylor,27.0,890000,Edyta Sliwinska,Athlete,United States,33.0,0.089,0.10505836575875487
6,2,percent,Kristi Yamaguchi,27.0,897562,Mark Ballas,Athlete,United States,36.0,0.0897562,0.10505836575875487
6,2,percent,Monica Seles,15.0,193698,Jonathan Roberts,Athlete,Yugoslavia,34.0,0.0193698,0.058365758754863814
6,2,percent,Penn Jillette,17.0,164619,Kym Johnson,Magician,United States,53.0,0.0164619,0.06614785992217899
6,2,percent,Adam Carolla,19.0,1028455,Julianne Hough,Radio Personality,United States,43.0,0.1028455,0.07392996108949416
6,2,percent,Mario,26.0,903463,Karina Smirnoff,Singer/Rapper,United States,21.0,0.0903463,0.10116731517509728
6,3,percent,Cristian de la Fuente,25.0,1039240,Cheryl Burke,Actor/Actress,Chile,34.0,0.10392405196202598,0.10964912280701754
6,3,percent,Steve Guttenberg,21.0,129354,Anna Trebunskaya,Actor/Actress,United States,49.0,0.012935406467703234,0.09210526315789473
6,3,percent,Priscilla Presley,26.0,1020319,Louis van Amstel,Actor/Actress,United States,62.0,0.10203195101597551,0.11403508771929824
6,3,percent,Marlee Matlin,21.0,1144086,Fabian Sanchez,Actor/Actress,United States,42.0,0.1144086572043286,0.09210526315789473
6,3,percent,Shannon Elizabeth,24.0,1062170,Derek Hough,Actor/Actress,United States,34.0,0.10621705310852655,0.10526315789473684
6,3,percent,Marissa Jaret Winokur,19.0,1226069,Tony Dovolani,Actor/Actress,United States,35.0,0.12260696130348066,0.08333333333333333
6,3,percent,Jason Taylor,23.0,1067588,Edyta Sliwinska,Athlete,United States,33.0,0.10675885337942669,0.10087719298245613
6,3,percent,Kristi Yamaguchi,27.0,1015468,Mark Ballas,Athlete,United States,36.0,0.10154685077342539,0.11842105263157894
6,3,percent,Adam Carolla,21.0,1148119,Julianne Hough,Radio Personality,United States,43.0,0.1148119574059787,0.09210526315789473
6,3,percent,Mario,21.0,1147582,Karina Smirnoff,Singer/Rapper,United States,21.0,0.11475825737912869,0.09210526315789473
6,4,percent,Cristian de la Fuente,26.0,1205496,Cheryl Burke,Actor/Actress,Chile,34.0,0.12054964821985929,0.11555555555555555
6,4,percent,Priscilla Presley,22.0,1285315,Louis van Amstel,Actor/Actress,United States,62.0,0.12853155141262057,0.09777777777777778
6,4,percent,Marlee Matlin,24.0,1240975,Fabian Sanchez,Actor/Actress,United States,42.0,0.12409754963901985,0.10666666666666667
6,4,percent,Shannon Elizabeth,28.0,1198658,Derek Hough,Actor/Actress,United States,34.0,0.11986584794633919,0.12444444444444444
6,4,percent,Marissa Jaret Winokur,24.0,1229401,Tony Dovolani,Actor/Actress,United States,35.0,0.12294014917605967,0.10666666666666667
6,4,percent,Jason Taylor,29.0,1197373,Edyta Sliwinska,Athlete,United States,33.0,0.11973734789493916,0.1288888888888889
6,4,percent,Kristi Yamaguchi,29.0,1186451,Mark Ballas,Athlete,United States,36.0,0.11864514745805899,0.1288888888888889
6,4,percent,Adam Carolla,19.0,217992,Julianne Hough,Radio Personality,United States,43.0,0.021799208719683487,0.08444444444444445
6,4,percent,Mario,24.0,1238335,Karina Smirnoff,Singer/Rapper,United States,21.0,0.12383354953341981,0.10666666666666667
6,5,percent,Cristian de la Fuente,23.0,1593020,Cheryl Burke,Actor/Actress,Chile,34.0,0.14482005266183734,0.11734693877551021
6,5,percent,Priscilla Presley,21.0,236053,Louis van Amstel,Actor/Actress,United States,62.0,0.021459371439771432,0.10714285714285714
6,5,percent,Marlee Matlin,22.0,1625792,Fabian Sanchez,Actor/Actress,United States,42.0,0.14779932647248237,0.11224489795918367
6,5,percent,Shannon Elizabeth,23.0,1567314,Derek Hough,Actor/Actress,United States,34.0,0.14248314272114282,0.11734693877551021
6,5,percent,Marissa Jaret Winokur,24.0,1551004,Tony Dovolani,Actor/Actress,United States,35.0,0.14100041490924178,0.12244897959183673
6,5,percent,Jason Taylor,27.0,1478114,Edyta Sliwinska,Athlete,United States,33.0,0.1343740488632905,0.1377551020408163
6,5,percent,Kristi Yamaguchi,29.0,1451803,Mark Ballas,Athlete,United States,36.0,0.13198213890259597,0.14795918367346939
6,5,percent,Mario,27.0,1496896,Karina Smirnoff,Singer/Rapper,United States,21.0,0.13608150402963784,0.1377551020408163
6,6,percent,Cristian de la Fuente,27.0,1742411,Cheryl Burke,Actor/Actress,Chile,34.0,0.1584010576003846,0.15
6,6,percent,Marlee Matlin,21.0,324123,Fabian Sanchez,Actor/Actress,United States,42.0,0.029465737987541086,0.11666666666666667
6,6,percent,Shannon Elizabeth,24.0,1866209,Derek Hough,Actor/Actress,United States,34.0,0.16965542532924557,0.13333333333333333
6,6,percent,Marissa Jaret Winokur,26.0,1761199,Tony Dovolani,Actor/Actress,United States,35.0,0.16010905822147573,0.14444444444444443
6,6,percent,Jason Taylor,24.0,1839740,Edyta Sliwinska,Athlete,United States,33.0,0.16724915172696425,0.13333333333333333
6,6,percent,Kristi Yamaguchi,30.0,1717227,Mark Ballas,Athlete,United States,36.0,0.1561116022224008,0.16666666666666666
6,6,percent,Mario,28.0,1749087,Karina Smirnoff,Singer/Rapper,United States,21.0,0.15900796691198796,0.15555555555555556
6,7,percent,Cristian de la Fuente,23.0,2291423,Cheryl Burke,Actor/Actress,Chile,34.0,0.20831123863033782,0.1488673139158576
6,7,percent,Shannon Elizabeth,25.5,313591,Derek Hough,Actor/Actress,United States,34.0,0.02850828050225832,0.1650485436893204
6,7,percent,Marissa Jaret Winokur,26.0,2120950,Tony Dovolani,Actor/Actress,United States,35.0,0.1928136889491879,0.16828478964401294
6,7,percent,Jason Taylor,27.5,2036520,Edyta Sliwinska,Athlete,United States,33.0,0.185138232310427,0.1779935275080906
6,7,percent,Kristi Yamaguchi,27.0,2059524,Mark Ballas,Athlete,United States,36.0,0.187229505608047,0.17475728155339806
6,7,percent,Mario,25.5,2177989,Karina Smirnoff,Singer/Rapper,United States,21.0,0.197999053999742,0.1650485436893204
6,8,percent,Cristian de la Fuente,28.5,2527700,Cheryl Burke,Actor/Actress,Chile,34.0,0.2297909717611741,0.21348314606741572
6,8,percent,Marissa Jaret Winokur,25.0,2781160,Tony Dovolani,Actor/Actress,United States,35.0,0.25283279622712623,0.18726591760299627
6,8,percent,Jason Taylor,26.0,2706606,Edyta Sliwinska,Athlete,United States,33.0,0.2460551580150431,0.1947565543071161
6,8,percent,Kristi Yamaguchi,27.5,2540144,Mark Ballas,Athlete,United States,36.0,0.23092224479697585,0.20599250936329588
6,8,percent,Mario,26.5,444387,Karina Smirnoff,Singer/Rapper,United States,21.0,0.04039882919968069,0.19850187265917604
6,9,percent,Cristian de la Fuente,28.0,3420915,Cheryl Burke,Actor/Actress,Chile,34.0,0.3109923292713326,0.2545454545454545
6,9,percent,Marissa Jaret Winokur,26.0,727913,Tony Dovolani,Actor/Actress,United States,35.0,0.0661739211225311,0.23636363636363636
6,9,percent,Jason Taylor,27.5,3469679,Edyta Sliwinska,Athlete,United States,33.0,0.31542542098644016,0.25
6,9,percent,Kristi Yamaguchi,28.5,3381491,Mark Ballas,Athlete,United States,36.0,0.30740832861969614,0.2590909090909091
6,10,percent,Cristian de la Fuente,26.0,1792819,Cheryl Burke,Actor/Actress,Chile,34.0,0.11952128260283768,0.3076923076923077
6,10,percent,Jason Taylor,28.5,4058042,Edyta Sliwinska,Athlete,United States,33.0,0.2705361694048226,0.33727810650887574
6,10,percent,Kristi Yamaguchi,30.0,9149137,Mark Ballas,Athlete,United States,36.0,0.6099425479923397,0.35502958579881655
7,1,percent,Ted McGinley,18.5,96009,Inna Brayer,Actor/Actress,United States,50.0,0.0096009,0.07341269841269842
7,1,percent,Cloris Leachman,16.0,1016390,Corky Ballas,Actor/Actress,United States,82.0,0.101639,0.06349206349206349
7,1,percent,Susan Lucci,18.5,908805,Tony Dovolani,Actor/Actress,United States,61.0,0.0908805,0.07341269841269842
7,1,percent,Cody Linley,20.5,848062,Julianne Hough,Actor/Actress,United States,18.0,0.0848062,0.08134920634920635
7,1,percent,Misty May-Treanor,21.0,856206,Maksim Chmerkoskiy,Athlete,United States,31.0,0.0856206,0.08333333333333333
7,1,percent,Maurice Greene,19.5,888925,Cheryl Burke,Athlete,United States,34.0,0.0888925,0.07738095238095238
7,1,percent,Warren Sapp,21.5,834339,Kym Johnson,Athlete,United States,35.0,0.0834339,0.08531746031746032
7,1,percent,Jeffrey Ross,12.0,210915,Edyta Sliwinska,Comedian,United States,43.0,0.0210915,0.047619047619047616
7,1,percent,Toni Braxton,22.5,833863,Alec Mazo,Singer/Rapper,United States,40.0,0.0833863,0.08928571428571429
7,1,percent,Lance Bass,21.5,839348,Lacey Schwimmer,Singer/Rapper,United States,29.0,0.0839348,0.08531746031746032
7,1,percent,Kim Kardashian,18.5,912402,Mark Ballas,TV Personality,United States,27.0,0.0912402,0.07341269841269842
7,1,percent,Rocco DiSpirito,17.5,940332,Karina Smirnoff,TV Personality,United States,41.0,0.0940332,0.06944444444444445
7,1,percent,Brooke Burke,24.5,814404,Derek Hough,TV Personality,United States,37.0,0.0814404,0.09722222222222222
7,2,percent,Cloris Leachman,15.0,1158946,Corky Ballas,Actor/Actress,United States,82.0,0.11589465794732898,0.06787330316742081
7,2,percent,Susan Lucci,21.0,953569,Tony Dovolani,Actor/Actress,United States,61.0,0.09535694767847384,0.09502262443438914
7,2,percent,Cody Linley,21.0,954357,Julianne Hough,Actor/Actress,United States,18.0,0.09543574771787386,0.09502262443438914
7,2,percent,Misty May-Treanor,21.0,949641,Maksim Chmerkoskiy,Athlete,United States,31.0,0.09496414748207374,0.09502262443438914
7,2,percent,Maurice Greene,19.0,976764,Cheryl Burke,Athlete,United States,34.0,0.09767644883822442,0.08597285067873303
7,2,percent,Warren Sapp,24.0,933959,Kym Johnson,Athlete,United States,35.0,0.09339594669797335,0.1085972850678733
7,2,percent,Toni Braxton,23.0,940830,Alec Mazo,Singer/Rapper,United States,40.0,0.09408304704152352,0.10407239819004525
7,2,percent,Lance Bass,20.0,971102,Lacey Schwimmer,Singer/Rapper,United States,29.0,0.09711024855512428,0.09049773755656108
7,2,percent,Kim Kardashian,17.0,132584,Mark Ballas,TV Personality,United States,27.0,0.013258406629203315,0.07692307692307693
7,2,percent,Rocco DiSpirito,16.0,1102615,Karina Smirnoff,TV Personality,United States,41.0,0.11026155513077757,0.07239819004524888
7,2,percent,Brooke Burke,24.0,925628,Derek Hough,TV Personality,United States,37.0,0.09256284628142314,0.1085972850678733
7,4,percent,Cloris Leachman,22.0,1243787,Corky Ballas,Actor/Actress,United States,82.0,0.12437873731362119,0.10837438423645321
7,4,percent,Susan Lucci,24.0,1198267,Tony Dovolani,Actor/Actress,United States,61.0,0.11982673594802079,0.11822660098522167
7,4,percent,Cody Linley,23.0,1221431,Julianne Hough,Actor/Actress,United States,18.0,0.12214313664294099,0.11330049261083744
7,4,percent,Maurice Greene,20.0,1295553,Cheryl Burke,Athlete,United States,34.0,0.12955533886660167,0.09852216748768473
7,4,percent,Warren Sapp,22.0,1231537,Kym Johnson,Athlete,United States,35.0,0.12315373694612108,0.10837438423645321
7,4,percent,Toni Braxton,22.0,1240168,Alec Mazo,Singer/Rapper,United States,40.0,0.12401683720505116,0.10837438423645321
7,4,percent,Lance Bass,26.0,1186423,Lacey Schwimmer,Singer/Rapper,United States,29.0,0.11864233559270068,0.12807881773399016
7,4,percent,Rocco DiSpirito,18.0,201382,Karina Smirnoff,TV Personality,United States,41.0,0.020138206041461812,0.08866995073891626
7,4,percent,Brooke Burke,26.0,1181449,Derek Hough,TV Personality,United States,37.0,0.11814493544348063,0.12807881773399016
